
10000 3 0.0999817727954 0.490073435382
5012 4 0.133406499981 0.756856080231
2517 5 0.161448666005 1.04577335228
1325 6 0.187630778158 1.32663533536
705 7 0.216978645906 1.69978208321
540 8 0.23986814755 2.05614333195
457 9 0.280502180663 2.40219873748
416 10 0.305593432067 2.71251975249
338 11 0.327539584282 3.16415406597
341 12 0.360458980992 3.59243491299
315 13 0.372501422879 3.99279980957
327 14 0.365664502782 4.23430334029
316 15 0.364283128277 4.71313867799
10000 3 0.0997184688528 0.490792249081
5019 4 0.13357232895 0.762351438599
2500 5 0.161025848669 1.03907845627
1181 6 0.189058191817 1.35501437059
689 7 0.229856316367 1.70012554231
495 8 0.246758492711 2.05318726161
382 9 0.270229211323 2.41621313736
435 10 0.284198615741 2.73212522447
368 11 0.31309564209 3.13838459521
344 12 0.342897584307 3.57853896018
302 13 0.375216516458 3.96952111872
309 14 0.390674610421 4.42559959792
311 15 0.401085769233 4.6727308221
343 16 0.416889484915 5.2104391885
610 17 0.462981948515 5.39676286529
262 18 0.474138084158 5.98444896739
257 19 0.483612363212 6.55229036875
183 20 0.520425090126 6.91644363025
161 21 0.525112848134 7.2499474548
172 22 0.525723845106 7.5122896335
128 23 0.527539453975 8.50436842249
162 24 0.538004476792 9.26692633492
152 25 0.687321162664 9.52959624957
159 26 0.621081367224 9.77991596897
147 27 0.608272042068 10.3411757466
72 28 0.754163660457 11.0402590854
88 29 0.612113448221 10.9773420198
107 30 0.66170714779 11.4953973518
81 31 0.659845529271 11.6230376764
124 32 0.729248939055 13.3339282681
100 33 0.79199357757 14.3158462236
82 34 0.85518081591 14.4644250505
78 35 0.885875379109 14.1857064233
73 36 0.59409301211 13.8579305876
76 37 0.841614981304 15.1144823204
79 38 0.697834381838 16.6019786246
79 39 0.807310100067 17.4492713663
58 40 0.783495955418 19.5494993853
38 41 0.794516141835 18.971937994
65 42 0.868476854888 18.0118143449
30 43 0.68031173345 16.5840520432
66 44 0.870323121463 18.9337959318
97 45 0.791596925007 20.2005290585
44 46 0.91909300738 20.8715104494
62 47 0.780781615082 21.5379830119
66 48 0.789120059406 20.8892363646
1385 49 1.0027964135 23.4678728451
65 50 1.12116649358 27.7068455396
22 51 0.770184837046 21.5590870638
29 52 0.788551873206 27.5986438283
21 53 1.73312679842 32.646083014
66 54 1.1509117699 28.3308708759
22 55 0.931543062916 23.3824591649
62 56 0.908789475906 29.686650771
27 57 1.37314712888 31.9455872773
329 58 1.08470349956 29.6314418838
1262 59 1.10476352187 29.7496712272
119 60 1.00609413329 27.6267276289
27 61 0.93451717745 34.1085903883
1242 62 1.19952940662 30.6489210152
21 63 1.09535258503 28.6188955541
18 64 0.77272120017 23.8364677857
27 65 1.32952098865 31.1097225072
22 66 1.01035136177 28.8509022215
5102 67 1.20454528717 35.7159063721
32 68 1.08992870741 35.6711970428
24 69 0.867986065493 29.8960742535
52 70 1.55058314762 34.7586681541
46 71 1.33917422492 36.6210864419
42 72 1.65518680087 41.1573210322
97 73 1.18065379721 36.4041751337
456 74 1.33564463307 40.890599572
56 75 1.29686444294 36.5273580431
23 76 0.807163968764 46.2509854097
26 77 1.58266966475 57.915744803
52 78 0.963771856282 47.945530348
75 79 1.01710129882 41.4355494575
46 80 1.31089119208 40.5471056576
14 81 0.923264235896 44.0526104036
